country,name,name_local,city,region,frequency_fm,type,genre,language,political_leaning,internet_only,stream_url,codec,bitrate,stream_status,votes,notes,source
DE,1000 Weihnachten,,Aarau,Aarau,,Religious,Religious,"English,German",None,Unknown,https://stream.laut.fm/1000weihnachten,MP3,128,Working,267,"tags: christmas,christmas music,klassik weihnachten christmas,weihnachten",radio-browser
DE,Klassik Radio,Klassik Radio,Augsburg,Bavaria,,Music,Classical,German,None,No,https://stream.klassikradio.de/klassikradio/mp3-192/,,,Working,0,National classical network (HQ Augsburg),curated+radio-browser
DE,Klassik Radio - Legenden der Klassik,,"Augsburg, 192 Kbits","Augsburg, 192 kbits",,Other,Other,German,None,Unknown,https://stream.klassikradio.de/legendenderklassik/mp3-192/select/,MP3,,Working,98,tags: ,radio-browser
DE,Klassik Radio - Klassik am Morgen,,"Augsburg, Mp3 192 Kbits","Augsburg, MP3 192 kbits",,Other,Other,German,None,Unknown,https://stream.klassikradio.de/klassikammorgen/mp3-192/select/,MP3,,Working,97,tags: ,radio-browser
DE,Klassik Radio - Romantischer Abend,,"Augsburg, Mp3 192 Kbits","Augsburg, MP3 192 kbits",,Other,Other,German,None,Unknown,https://stream.klassikradio.de/romantik/mp3-192/select,MP3,,Working,207,tags: ,radio-browser
DE,Klassik Radio - Klassik zum Weinabend,,"Augsburg, Mp3 192Kbits","Augsburg, MP3 192kbits",,Other,Other,German,None,Unknown,https://stream.klassikradio.de/weinabend/mp3-192/select/,MP3,,Working,86,tags: ,radio-browser
DE,CHILLOUT ANTENNE,,Ba,ba,,Music,Electronic / Dance,German,None,Unknown,https://stream.chillout.de/chillout/stream/aacp,AAC,,Working,6,"tags: chillout,deep house,organic house,pop dance",radio-browser
DE,A-Z 60s,,Babaria,Babaria,,Other,Other,German,None,Unknown,https://ip45.ip-164-132-158.eu:8030/radio.mp3,MP3,128,Working,6,tags: ,radio-browser
DE,Eifellounge,,Bad Munstereifel,Bad Munstereifel,,Other,Other,German,None,Unknown,http://stream.laut.fm/eifellounge,MP3,128,Working,27,tags: ,radio-browser
DE,TeutoRadio,,Bad Oeynhausen,Bad Oeynhausen,,Other,Other,German,None,Unknown,https://teuto.streamabc.net/teuto-radioosnabrck-mp3-192-8541649,MP3,,Working,5,tags: ,radio-browser
DE,Querfunk Freies Radio Karlsruhe,,Baden,Baden,,Music,Jazz / Soul,German,None,Unknown,https://stream.querfunk.de/qfhi,MP3,160,Working,38,"tags: alternative,indie,jazz,political,pop,rock",radio-browser
DE,Radio Dreyeckland,,Baden,Baden,,Other,Other,German,None,Unknown,http://www.rdl.de:8000/rdl,MP3,128,Working,467,"tags: frei,politisch,regional,sozial",radio-browser
DE,Apostrophe ,,Baden Wuertemberg,Baden Wuertemberg,,Other,Other,German,None,Unknown,http://stream.laut.fm/apostrophe,MP3,128,Working,38,tags: ,radio-browser
DE,bigFM Apache 207,,Baden Wuertemberg,Baden Wuertemberg,,Music,Hip-hop / Urban,German,None,Unknown,https://stream.bigfm.de/apache207/mp3-128/radiobrowser,MP3,,Working,31,"tags: apache 207,hip-hop,rap",radio-browser
DE,bigFM Confidence,,Baden Wuertemberg,Baden Wuertemberg,,Music,Pop,German,None,Unknown,https://stream.bigfm.de/confidence/mp3-128/radiobrowser,MP3,,Working,31,tags: pop,radio-browser
DE,bigFM Rihanna,,Baden Wuertemberg,Baden Wuertemberg,,Music,Jazz / Soul,German,None,Unknown,https://stream.bigfm.de/rihanna/mp3-128/radiobrowser,MP3,,Working,65,"tags: r&b,rihanna,soul",radio-browser
DE,bigFM Snoop Dogg,,Baden Wuertemberg,Baden Wuertemberg,,Music,Hip-hop / Urban,German,None,Unknown,https://stream.bigfm.de/snoopdogg/mp3-128/radiobrowser,MP3,,Working,147,"tags: hip-hop,rap",radio-browser
DE,cfr,,Baden Wuertemberg,Baden Wuertemberg,,Music,Pop / Hits,"Deutsch Fränkisch,Low German",None,Unknown,https://stream.laut.fm/cfr,MP3,128,Working,8,tags: #top40,radio-browser
DE,Radio Regenbogen - 80er Pop-Rock,,Baden Wuertemberg,Baden Wuertemberg,,Music,Rock / Alternative,German,None,Unknown,https://stream.regenbogen.de/80erpoprock/mp3-128/radiobrowser,MP3,,Working,43,"tags: 80s,pop-rock",radio-browser
DE,Radio Regenbogen - Ed Sheeran,,Baden Wuertemberg,Baden Wuertemberg,,Music,Pop,German,None,Unknown,https://stream.regenbogen.de/edsheeran/mp3-128/radiobrowser,MP3,,Working,35,"tags: ed sheeran,love-songs,pop",radio-browser
DE,Radio Regenbogen - Modern Pop,,Baden Wuertemberg,Baden Wuertemberg,,Music,Pop,German,None,Unknown,https://stream.regenbogen.de/modernpop/aac-128/radiobrowser,AAC,,Working,11,tags: modern pop,radio-browser
DE,SWR1 Die 80er,,Baden Württemberg,Baden Württemberg,,Music,Oldies / 80s-90s,German,None,Unknown,https://d121.rndfnk.com/ard/swr/swr/raka16/aac/96/stream.aac?aggregator=web&cid=01FCZAZ2K8SF1QJ7BNCNNGRXJJ&sid=2JDHAZvGoxO64wmxiXn4rAmZmqH&token=g5ndVaCdxQRbT8tS0Xb2n2rXMu3QrDWyRkyg-2rFK58&tvf=Voz6vhLQMhdkMTIxLnJuZGZuay5jb20,AAC,96,Working,75,"tags: 80er,80s,oldies,pop",radio-browser
